X,Y,Z
485728.69,77785.53,475.92
534429.71,101284.68,483.63
537829.56,94784.66,196.76
485929.07,92185.71,490.29
533730.11,115484.78,311.42
535729.33,82184.67,152.51
571932.24,175183.53,212.95
442129.75,138187.44,1491.05
418727.81,70486.54,543.06
418228.82,126487.77,509.23
578731.42,155683.38,258.55
419128.07,85486.79,805.97
418428.53,110387.36,543.03
579531.01,141683.5,204.98
384728.47,134188.5,844.31
493430.16,129885.9,370.15
598431.81,168782.68,175.91
504629.48,98185.32,588.6
597732.33,182482.56,261.5
493129.85,115485.78,422.1
505729.07,84685.18,303.51
434427.64,38186.14,632.77
451128.36,70286.11,549.52
426227.97,73486.47,1180.63
392628.1,104587.69,252.43
426128.44,90586.92,668.79
589831.31,149583.04,275.24
451928.19,54486.01,937.81
457529.99,144187.03,1393.38
393228.37,119288.16,775.13
544631.61,159584.67,347.59
495328.04,43985.44,516.86
381727.74,97787.68,109.3
525928.33,40484.98,259.08
503430.35,135685.71,398.15
496428.27,60285.56,551.54
546231.26,145284.7,422.12
502430.91,151186.05,486.41
448529.08,104786.81,699.14
514831.76,167685.82,725.06
460928.55,75386.06,713.75
448129.39,121487.04,403.37
551832.06,170484.49,353.22
429229.62,142687.87,803.22
460628.82,89986.35,309.45
485827.82,42985.5,615.09
486930.87,156086.59,634.09
534230.84,137484.91,338.98
512928.26,35985.02,497.31
484228.14,56385.81,757.08
487530.25,141586.38,1350.24
534731.46,153385.14,595.96
419727.54,46486.36,720.88
441228.9,102686.85,608.52
441028.76,97486.78,437.14
528131.9,165385.22,874.83
442829.19,116987.03,385.25
440128.4,79486.5,691.36
418627.71,61486.49,423.18
543831.67,161684.71,389.02
518931.84,166285.63,745.24
395527.1,36186.66,96.81
422427.51,41286.3,654.19
444829.06,108986.89,762.46
444929.37,123087.14,477.11
423127.68,55686.4,434.66
425229.44,140487.89,879.46
531230.62,132685.01,497.15
491828.02,47985.54,554.98
531931.22,147585.05,1255.47
491728.33,61985.62,461.24
454629.7,128186.94,460.95
507831.35,161085.92,440.92
476528.42,72185.76,651.23
408628.85,139488.14,1867.11
407829.16,153988.52,1191.49
456529.28,112986.72,374.09
476928.76,86585.89,466.92
539930.76,133784.82,289.94
515528.3,39685.04,162.98
538431.43,149184.9,921.09
521931.55,154985.34,601.89
542131.38,147684.77,717.48
549731.11,141384.61,257.54
520530.81,139885.41,640.49
542330.75,133184.76,328.63
549731.56,154784.49,272.68
454628.79,91686.47,346.39
555932.23,173584.31,238.17
508731.51,166485.99,798.01
455228.48,76686.2,655.37
387828.45,131488.44,445.87
404327.24,36986.51,125.38
409527.68,69986.77,276.9
530331.33,150485.15,1291.0
377427.99,120388.32,607.39
492730.46,144686.28,1016.17
507628.21,39185.16,364.17
530730.73,135484.97,374.19
491931.08,159286.5,728.15
443528.49,82886.56,523.06
424827.72,59086.36,522.05
516431.67,162885.64,351.14
522331.94,167085.46,712.93
423727.57,45686.31,539.78
443828.89,98886.78,630.07
439429.18,118587.15,601.27
562032.18,170283.99,308.32
419829.25,142887.96,1246.26
439028.93,106386.95,759.43
525031.83,163085.35,514.46
400227.19,39586.62,299.64
488428.27,60385.74,465.95
487627.89,45485.53,540.06
447928.48,80086.4,569.71
450729.34,118086.93,371.97
410727.29,32586.43,396.94
428827.83,62586.35,717.99
458828.75,86886.34,1032.36
459729.3,112186.63,326.34
613231.22,156182.34,157.79
428727.67,47286.26,531.58
449728.92,96986.65,322.17
450229.09,102886.76,358.55
457628.47,73486.06,781.43
459829.73,126386.79,625.6
390628.48,138488.56,688.29
380928.16,122188.33,786.14
496630.35,140486.05,708.14
493228.21,57385.75,615.22
504830.8,146785.93,474.3
502328.19,50785.51,620.83
496530.91,154686.28,603.95
493127.94,41385.44,220.04
504730.29,130485.57,439.96
504128.5,65485.32,186.56
565232.04,166583.88,289.91
592732.8,193482.84,343.52
467029.03,100886.32,279.27
468228.81,94486.2,296.58
465929.54,118186.57,347.57
469128.65,81186.02,377.11
555730.89,137084.33,238.01
486527.76,35285.39,328.24
515228.3,42885.08,150.82
511531.27,155385.72,749.05
555731.52,152984.3,280.95
513428.43,57185.14,481.03
511430.65,139985.66,683.97
410727.72,70486.75,284.91
428227.58,39486.21,944.75
431029.26,133287.67,776.32
454128.46,76486.21,709.77
453228.81,92986.52,288.12
410027.55,55086.58,371.68
431929.78,148187.94,1683.95
479330.1,135986.44,553.02
525831.75,159885.32,729.18
477130.48,150486.73,1400.85
526031.04,144985.18,1216.43
517031.56,158485.53,623.37
481828.41,69985.64,601.26
515530.82,143085.59,603.42
483128.07,53885.77,655.6
474429.05,99886.16,607.05
404327.34,45286.62,61.4
414428.85,134187.97,1757.6
436429.32,129087.42,1063.69
490731.17,161886.59,820.47
407727.25,32686.46,328.95
473728.66,83085.92,529.36
434729.05,114287.17,966.49
416329.38,150788.29,1368.69
506428.25,49385.34,714.89
557330.67,131284.28,365.73
506528.49,64385.26,357.53
557031.36,147584.31,248.52
465529.25,108286.47,293.53
397427.18,40886.66,144.36
394428.53,141888.55,1129.23
464029.64,121986.67,366.02
463728.73,85286.25,551.33
465528.97,98886.33,434.56
394527.19,44186.74,13.33
547331.93,168284.65,342.31
508530.83,145085.83,513.8
559431.44,150484.17,238.92
507231.31,160185.95,440.98
492327.87,38685.43,382.56
559430.83,134984.19,314.23
405128.81,141988.26,1306.39
473829.7,122986.47,764.03
434628.59,92686.83,699.14
414129.18,146088.18,1499.28
416027.57,52186.44,494.19
474929.28,107286.21,300.13
406527.33,42686.56,82.91
413928.78,131387.96,675.53
415427.72,66286.58,346.15
436428.31,76886.52,606.57
522228.52,57085.06,178.26
522128.32,36884.99,278.73
517028.6,62785.06,526.66
543831.3,145184.76,703.58
483330.66,152186.6,1678.8
523728.34,41685.0,252.65
543931.61,159784.7,433.11
517328.4,49085.09,163.18
483330.17,136986.4,597.97
385527.78,96487.57,99.84
498630.76,150686.18,1010.52
477628.01,50185.72,1057.69
563031.46,151884.01,306.04
524828.61,62884.94,479.74
498630.17,136185.8,436.29
564030.93,136684.05,228.86
477828.32,66885.73,499.78
433528.46,87586.77,547.62
454629.3,115386.81,341.14
410029.22,153988.47,1508.98
409928.86,138488.11,2431.92
433128.15,71386.43,566.68
453929.74,130486.96,547.99
510928.45,61185.15,355.74
511428.29,45785.15,142.8
621830.9,150382.18,148.57
400028.69,143288.42,1901.77
469929.62,120086.53,371.61
418927.45,39186.33,691.73
594732.94,196482.76,329.38
545531.72,163384.63,576.37
469229.18,105386.34,271.92
491428.3,61185.65,492.37
530028.52,52584.93,280.33
491227.98,45785.5,539.9
444529.27,119087.05,698.09
425329.52,145087.93,584.46
444329.01,105486.87,761.56
518231.89,168085.71,715.41
576430.79,128683.83,332.35
543531.77,164684.74,564.92
394427.14,40286.7,198.36
499630.66,147486.1,820.48
537931.44,152985.0,828.89
521628.51,54385.05,147.16
501330.25,130885.66,313.14
515728.29,34684.98,239.94
521428.81,69684.89,482.42
538530.94,139284.87,345.05
414127.34,33286.39,475.77
475728.81,88885.95,362.0
456029.25,110586.69,313.11
616831.13,156082.22,233.72
476428.54,75585.77,679.21
454729.68,126786.94,443.93
409528.91,140988.15,2099.72
393428.6,146488.63,1224.64
459728.88,93386.4,289.78
551932.14,172584.49,334.79
449229.41,121887.03,401.47
429029.57,140387.84,793.75
427027.76,57586.33,367.36
461128.59,78186.14,676.55
513631.62,164085.77,322.57
391728.43,131288.43,1262.29
425627.55,41786.26,677.86
448529.11,107286.83,793.53
503931.0,152786.02,557.06
546031.03,140684.78,288.57
496928.32,61685.52,726.41
502930.34,136585.74,427.08
524828.32,35984.98,281.23
496028.13,49085.52,562.59
544931.52,154884.66,403.91
380727.68,95887.68,72.17
383827.83,102987.75,143.09
439828.46,84586.69,535.26
419027.71,61486.48,421.45
527332.03,169285.25,459.65
419227.52,46086.36,827.41
439428.76,99486.81,574.13
535431.41,148985.02,1107.11
486730.3,142986.42,1415.33
511828.25,38185.05,552.95
534130.72,134284.9,352.22
486230.97,159386.69,572.19
535830.65,131584.88,356.95
486127.88,46885.59,487.35
537231.33,146084.92,930.17
488228.34,63285.63,601.57
399227.13,36386.62,66.91
417327.47,43086.38,464.72
440028.96,107286.94,862.79
561332.33,174184.04,293.48
440629.3,123887.26,719.02
418227.66,57186.46,494.52
420329.19,140387.99,1541.49
503328.55,67485.3,171.84
495331.13,159286.39,635.67
504028.22,52485.48,949.35
495930.51,145086.19,1000.73
459529.79,128986.81,567.06
512231.51,161685.76,332.95
390228.45,134588.51,417.76
429227.66,45986.25,585.99
613031.31,160182.29,301.68
448128.98,99686.73,575.02
461229.36,114286.61,323.05
448128.55,83086.49,690.0
427927.79,58686.32,468.48
455028.47,76286.19,640.74
510531.59,167585.97,724.26
403927.24,37986.53,323.64
557832.2,172084.2,287.26
455828.76,89486.43,396.1
549431.64,158284.49,274.0
520130.65,136685.37,713.62
550531.3,145484.56,273.99
520931.48,153985.4,904.56
423927.6,47386.31,527.13
447129.04,102786.8,361.63
443928.84,97086.75,380.72
522131.88,165385.46,556.48
445929.28,118487.02,516.75
444328.47,80186.46,560.88
424227.76,63686.41,672.56
489427.87,41785.47,505.94
490730.87,155086.45,729.98
529930.79,137084.99,391.18
508428.2,37185.1,431.39
377228.02,124188.41,449.55
488828.17,56185.83,471.46
491530.33,141986.27,1401.68
529231.47,154185.24,562.18
437428.48,87286.77,556.22
435328.96,110187.08,516.04
415629.4,154188.37,1551.32
409327.32,36686.47,405.63
472628.64,80785.92,464.81
471729.58,116986.44,376.29
415928.98,137488.04,1920.45
438628.28,70886.36,551.58
435229.21,126687.42,1262.45
472828.9,94586.09,512.35
471729.09,101886.24,396.54
404027.39,48886.68,51.47
479430.38,145586.61,1215.27
482327.96,51385.7,592.9
517030.78,140885.51,682.02
518028.49,56785.09,185.53
479429.97,131786.34,984.11
482328.35,66885.64,681.73
516431.4,155085.59,819.41
519028.33,40785.04,263.14
394328.54,143188.56,906.13
465929.62,120386.61,368.84
541032.0,171284.86,412.97
423927.49,37686.25,601.47
549231.77,163484.52,260.28
465829.11,103786.4,288.33
506528.36,59285.31,652.54
508528.27,45985.23,549.09
511830.84,144685.72,774.05
554331.48,150784.39,254.13
513031.44,158785.67,407.78
486627.8,38885.44,703.93
555530.85,135984.33,261.15
613731.38,162282.24,219.81
469828.69,83686.04,600.11
470428.97,98286.2,326.97
399327.29,46086.71,0.0
495331.29,162986.42,644.49
565232.23,171883.86,232.77
527928.51,56384.97,148.82
525030.85,140185.23,794.54
561231.27,145984.13,229.9
526928.35,43184.95,423.25
526131.62,156785.28,543.87
477830.13,137286.51,1170.31
561030.78,132984.15,363.87
387028.44,128988.4,497.71
454528.89,95286.51,288.63
432029.82,150088.0,1075.09
410327.5,50186.55,223.33
432029.32,134387.67,434.48
410027.62,64986.68,371.62
454428.6,82386.37,818.74
411128.83,135888.04,1929.88
411629.22,150988.34,966.98
525928.36,44884.95,372.65
477828.36,69085.74,499.68
564930.91,134584.05,226.32
498830.18,133285.77,333.31
525128.55,59484.99,345.08
385327.72,93287.54,53.78
563731.35,148984.02,301.46
479128.05,53185.68,925.49
498330.66,148386.16,1039.47
469029.25,107686.38,284.58
401727.25,40886.59,391.73
419327.43,36886.32,570.09
493131.28,163686.52,740.9
398928.64,140888.43,1741.35
470029.67,122686.58,413.88
512028.31,47885.16,154.45
551630.67,132384.49,254.77
511328.47,61785.13,428.96
551831.43,148484.51,262.87
559130.91,137484.2,235.93
491127.83,36485.4,333.72
510828.26,42685.13,319.8
508331.19,155285.88,739.99
559331.48,151584.16,276.13
510428.39,57485.2,651.93
506530.64,141285.81,505.13
548031.81,165284.57,310.48
462529.02,100686.44,316.58
465528.87,96586.3,401.9
462729.4,115586.59,337.41
464928.68,81986.14,742.56
483130.13,135786.37,739.11
516928.33,44985.09,202.76
483930.51,148486.55,1253.22
515428.51,60085.09,540.54
416427.79,69986.6,279.86
435828.29,76086.51,567.64
472829.19,105086.26,263.25
435028.5,88586.77,638.8
414327.6,55486.49,504.18
403028.77,142588.31,1275.61
474429.66,120686.41,418.55
481429.1,97685.96,444.95
519030.39,130085.31,405.98
577131.89,168283.37,217.84
522529.06,74684.97,317.47
480828.75,83585.74,466.42
522629.46,90684.86,315.91
576732.4,181583.35,287.17
518430.05,115385.12,221.13
412428.33,105487.4,479.58
406527.65,73986.89,275.41
472228.35,69285.81,591.54
412828.55,120887.72,1518.4
437029.8,143287.69,1814.74
471228.2,52885.79,805.09
587531.37,154283.11,178.94
405227.9,88887.14,477.78
592232.6,188582.85,279.28
510828.97,78785.04,373.88
591931.92,173182.85,194.58
509829.41,94185.14,313.01
604531.41,156282.55,165.2
396728.47,127088.25,1952.61
461729.91,137586.86,1255.94
396127.68,85587.21,76.71
397128.33,110487.8,688.7
401127.62,78987.12,349.96
468629.84,131286.68,582.39
466028.37,64985.9,745.56
402727.99,93487.24,768.92
512828.77,72185.04,197.26
515030.23,124785.33,259.64
513029.23,86485.03,475.42
513229.92,110385.22,303.71
552730.32,122184.31,246.57
609831.38,158782.39,159.82
433827.72,44086.19,613.02
432127.91,60586.29,561.14
528130.44,128385.11,363.4
580531.65,162683.32,255.41
498329.66,106585.64,637.04
527030.05,114985.0,537.39
580332.18,176683.18,213.15
498830.06,121685.67,350.73
527329.51,91684.81,344.9
582432.3,179983.12,270.86
477629.62,117386.29,661.16
499528.99,84585.31,346.2
561830.54,124284.05,426.88
581331.76,165083.28,209.5
528829.17,76784.85,214.39
478729.15,101586.08,703.14
498329.45,100085.54,675.6
570131.42,153483.64,223.45
431929.07,124587.49,1240.04
454528.22,60985.97,906.46
432129.68,141387.79,565.51
571430.99,138683.8,211.74
454328.06,45485.87,1247.11
431128.92,111387.18,548.93
513929.31,89185.02,367.9
551529.27,82684.33,139.55
513928.84,73985.01,198.86
551629.69,99784.38,412.57
401128.42,114587.83,270.63
400928.56,128688.17,1886.81
468029.9,135786.76,1786.43
600531.44,158182.61,167.99
462128.21,54885.89,897.29
396627.85,89187.34,117.49
396127.45,76387.17,246.74
462728.41,68885.94,724.66
556930.2,118484.19,329.29
586332.45,184283.03,318.37
509229.99,114785.34,807.57
509930.35,129585.5,461.26
586831.79,167583.06,189.93
415328.55,116087.53,769.99
412927.87,79686.85,317.99
436628.06,62986.23,578.8
568631.19,145883.85,240.37
406928.46,111387.54,496.07
404727.84,85787.15,130.66
437927.92,49386.17,432.62
414228.27,102387.34,822.44
412028.1,95587.14,1210.96
406728.56,126287.99,1573.23
404827.55,70986.86,263.35
568430.87,131083.99,311.84
470429.99,137186.7,954.13
480929.8,122586.28,812.84
544429.48,90284.51,189.16
518729.47,94184.94,291.63
523729.94,110184.87,559.19
480329.42,108986.08,484.2
522430.3,126685.25,284.71
518429.05,77184.94,196.23
447629.79,138087.25,630.34
425427.94,72986.46,1087.5
421728.93,126187.69,665.16
575231.48,157483.51,282.28
424928.2,85686.76,925.13
421528.59,109487.33,460.18
574831.04,142383.65,215.15
377928.28,133088.62,1399.31
490128.79,79385.44,252.08
529529.72,100784.77,608.59
532329.63,97084.74,293.19
489929.14,93085.61,352.3
530930.1,115884.87,317.41
567832.24,172883.73,221.02
532129.33,81784.72,152.83
437727.68,38986.13,626.72
389428.02,106387.82,201.51
596431.3,150282.8,285.81
387928.28,119588.28,1384.43
601331.8,168782.57,171.95
542329.84,105884.49,342.01
501729.51,100385.45,740.34
519929.73,102584.93,389.44
548429.45,90784.4,173.23
601132.4,183482.41,233.71
499929.01,84785.3,288.43
542230.32,120984.6,262.51
521730.09,115885.06,499.15
504529.66,103685.37,713.33
494028.73,75985.33,349.85
600831.55,161882.58,167.48
504630.06,120385.54,568.56
493929.11,90385.49,355.54
599032.19,178282.49,250.19
392627.98,97687.46,79.24
457428.08,46485.85,1188.69
452429.77,134387.03,1526.67
427429.11,130387.7,750.89
457528.21,61385.93,636.17
391627.61,84487.31,36.27
425928.79,113687.37,724.29
535929.9,108584.61,419.2
486728.54,72785.46,515.02
605531.63,165982.42,166.41
484129.92,126186.23,1135.3
536830.36,123184.81,374.07
486528.92,86285.62,338.31
485629.6,111485.95,441.26
439429.55,133387.44,480.1
442528.25,64886.17,926.85
416527.89,76486.7,255.41
417228.19,93687.04,709.04
443428.02,50386.09,760.75
578731.04,142583.51,207.98
418628.62,113987.42,801.92
580131.56,160383.34,213.17
442529.65,133987.36,463.66
417228.83,130287.88,1097.63
573332.08,171183.49,217.13
536129.34,82584.67,151.11
484529.0,90085.72,341.57
536229.65,98984.68,339.27
609131.44,160482.38,160.3
484928.57,74585.51,419.0
460928.2,55785.89,909.18
458229.93,141286.98,1137.85
391728.37,121488.24,232.08
425928.46,91486.94,699.57
450828.15,50385.98,1259.63
590131.41,154183.01,176.17
393128.18,108687.85,566.74
590030.78,137983.17,188.85
451128.3,66186.09,548.3
450029.69,133287.13,778.17
425928.04,76686.55,1010.77
503529.96,116185.53,518.86
505529.01,82385.18,361.14
494929.78,111185.69,467.59
596432.2,179482.6,315.23
495629.0,85985.41,382.16
501929.6,103285.46,713.65
504429.42,96485.31,363.99
383128.47,136788.54,2219.53
597731.66,164782.69,176.32
494030.08,125285.79,999.31
496328.67,72785.3,321.49
550529.35,85784.35,157.07
546930.02,109784.43,186.88
541929.25,80184.59,209.6
501630.09,121485.63,345.89
538430.16,115584.71,366.74
548230.45,125084.46,406.52
499629.69,107185.58,463.66
542229.56,96484.54,338.27
539129.74,102984.58,569.7
592931.22,147582.94,224.76
476428.29,65685.75,584.82
584230.91,139483.36,196.35
409228.45,119187.78,489.12
388727.51,81687.35,73.9
409428.32,104787.44,353.0
388527.82,95187.49,123.06
583731.41,156283.24,189.57
475028.07,50285.75,517.02
489929.76,114885.88,684.54
531830.26,119784.85,268.75
380328.41,134788.57,2264.62
488830.07,127686.05,415.42
532529.84,106384.67,636.13
421128.33,90886.94,482.61
447828.13,52886.1,1040.6
447528.34,68586.15,1055.53
422727.93,74886.52,756.95
407527.74,78486.97,393.68
477029.93,131486.42,691.67
455628.35,68386.02,555.95
475330.33,145986.7,1596.25
456528.21,54385.92,964.64
586131.22,148483.21,301.3
408228.01,93587.12,1153.55
551029.78,104984.42,242.03
539729.13,75184.65,688.71
550730.3,121084.38,292.9
538129.49,91084.66,162.78
445128.02,49386.03,746.68
423228.44,96687.05,458.43
422128.45,102587.2,678.58
574530.86,131383.84,238.88
425028.1,81386.65,665.53
421828.7,116087.5,1179.92
443728.24,63286.14,810.94
574131.19,146783.6,251.6
491129.56,107285.82,587.79
530030.37,125085.04,294.76
532328.99,71284.8,882.37
491630.01,123185.89,936.86
529029.94,111784.91,540.35
532529.41,85784.72,161.18
535629.16,76584.72,373.05
569631.93,165983.69,273.81
487829.16,95385.7,613.5
485829.24,100685.86,264.38
533429.51,91784.74,369.21
486628.82,82485.57,428.85
486129.72,116486.02,538.52
581830.92,138783.47,198.25
441827.83,43186.07,461.47
419228.5,108587.34,420.94
581631.31,152283.31,258.45
420328.78,121987.66,1406.65
439929.8,141087.55,989.98
442828.13,58286.14,671.22
502328.83,75885.22,474.02
598632.5,185582.56,284.18
497129.6,105385.69,593.67
544629.58,97484.49,470.08
503829.24,90685.23,326.49
546329.39,84784.48,159.92
496029.96,118585.72,577.7
598831.95,172282.6,199.6
391628.41,128388.39,1641.87
459829.87,135286.86,813.07
448027.98,45385.93,851.53
429028.63,99486.98,547.45
429028.24,84286.7,1037.49
448728.23,59486.06,985.24
459528.19,51685.87,1107.62
391627.84,93187.44,111.62
429229.01,123187.55,1497.44
451828.23,57186.0,1188.66
448929.87,140987.22,1070.69
390627.41,77587.29,205.99
459728.34,66085.93,660.42
457229.8,131386.86,793.87
450127.95,42885.92,586.29
428328.78,108387.17,741.27
502229.86,112185.52,367.09
505629.16,87585.19,395.7
493029.91,118285.8,563.81
496228.91,82085.34,338.1
545130.39,122984.52,286.29
503830.22,127085.61,293.43
505628.69,71285.17,171.82
494429.47,102485.71,518.22
546629.99,108784.43,185.69
496529.31,95285.5,399.03
419128.04,83786.77,857.42
439528.09,59386.18,566.83
439727.83,43986.1,411.01
419228.29,97887.14,592.96
535130.08,114484.73,365.57
486829.91,121486.07,1025.61
608131.71,170082.29,181.23
572731.73,162783.59,222.59
534730.57,129584.91,341.15
486129.37,104785.93,248.46
491028.89,82785.46,465.63
589232.51,186782.95,355.95
530429.47,90084.78,302.38
492129.31,98485.66,438.39
529929.06,73484.81,846.87
588731.82,169982.95,190.22
424528.85,119287.56,710.01
445029.96,144487.37,1375.22
577631.28,150183.42,274.16
425028.6,104087.16,706.0
577430.87,134183.7,268.92
550729.24,81184.36,288.04
603531.96,174082.42,213.82
548630.16,115684.45,222.13
541329.44,86784.58,150.12
520429.54,97284.93,369.89
538129.95,110284.6,424.24
550429.54,94584.34,225.0
548229.71,101284.42,247.65
539230.46,124584.75,278.27
520929.22,81184.88,188.8
592930.91,141383.01,199.47
583031.17,147583.33,224.76
408428.45,114387.68,327.38
592331.5,156682.93,174.9
408928.63,128588.0,1008.23
456929.87,139186.98,1072.03
559430.48,124884.09,421.4
506829.78,107985.38,551.53
584932.66,189283.11,307.13
583132.06,174583.1,202.73
507230.1,121985.49,272.94
394227.96,94887.42,494.12
396928.17,102287.5,574.3
465428.33,62885.89,955.8
395127.51,79887.22,296.91
396428.4,117988.05,709.28
481729.93,128386.29,655.12
542429.88,107184.49,397.77
516729.57,99785.04,269.22
483029.64,115486.13,571.41
517229.2,82584.94,372.76
542730.35,121884.58,256.49
435528.2,69486.38,536.54
414527.86,76186.75,239.43
404128.26,103587.43,929.76
415928.08,88686.89,1029.66
436127.97,54686.21,524.51
472630.24,144586.74,1422.81
403728.46,119187.9,402.4
572531.56,158783.61,338.88
453129.83,138887.09,1401.14
431428.11,73486.47,583.71
410428.67,129888.0,1528.12
572531.1,143883.73,219.13
430928.39,87486.79,543.82
410428.48,114687.62,564.77
578932.58,186083.31,248.48
524429.64,97584.85,232.1
563530.76,129384.09,359.94
478528.53,75085.72,433.42
525429.32,83584.83,164.32
578431.92,169583.3,201.04
477628.9,91085.94,457.32
400628.32,107187.59,561.87
596730.71,138682.87,180.05
470030.11,141586.75,1002.93
467028.28,58085.93,823.68
398628.48,123588.11,1331.66
596931.35,151782.78,230.91
512829.48,95985.07,331.31
513129.64,100885.12,548.08
554129.12,77684.29,142.76
590831.67,165582.92,183.64
512229.09,82385.02,341.88
514730.06,116985.23,411.87
590632.17,178982.82,286.17
554729.56,94484.21,154.44
511130.07,119285.34,335.52
511929.77,105685.22,306.91
610331.56,166482.26,170.82
553830.52,129584.4,391.11
469628.29,58685.92,976.07
399127.69,84087.18,110.59
398428.14,99887.44,708.85
525630.26,122285.11,249.05
478629.45,111486.2,385.98
497729.2,91385.42,397.06
525529.89,107584.8,540.25
386228.44,140888.57,1247.77
477629.79,124686.38,922.91
499128.78,75685.28,342.47
410128.01,92187.07,1165.54
453828.2,53985.95,908.41
434329.83,147487.88,1238.03
454628.37,70086.05,562.21
433429.26,130887.55,942.18
411727.83,77586.85,212.5
415028.53,111787.43,580.89
412127.94,85586.95,294.83
473928.31,61885.85,953.24
568731.05,140583.87,217.5
407128.41,117587.83,1372.56
404527.76,82287.11,84.73
434629.63,138587.68,523.21
416028.75,126987.83,784.98
413527.8,72686.71,336.65
405928.26,103287.42,877.2
403028.08,96787.3,794.17
567131.5,154583.83,244.72
481629.0,92385.86,643.1
543029.38,84184.56,150.28
517530.21,124085.34,250.43
524030.11,115985.02,597.92
482628.69,78685.6,666.28
517029.87,106785.06,468.31
574232.63,187583.46,341.59
543029.63,99084.5,339.92
523729.76,101884.86,421.64
395628.43,121388.15,565.88
443527.74,38786.03,458.8
394328.13,103587.61,202.91
594532.27,181682.69,336.17
508129.07,83685.13,436.35
595431.79,168382.78,179.75
507629.49,97485.22,555.14
550932.13,172384.54,346.76
463028.81,90286.32,341.49
462428.51,73686.0,750.98
540731.74,163084.88,793.74
557231.16,142584.34,242.24
509931.01,149885.82,551.25
556931.74,159984.22,244.71
509230.52,135885.62,393.78
436728.39,82486.64,597.64
435729.08,115587.17,1116.05
412727.64,62686.6,405.98
405729.09,153388.55,1384.76
474228.76,87785.97,389.91
472029.44,111786.41,307.26
412727.48,47986.49,426.11
437428.66,95786.8,689.47
435628.74,101786.91,878.52
473928.42,72185.79,571.59
530931.88,165985.13,582.76
471129.76,126886.6,879.64
407128.78,137588.12,1047.99
480330.27,141686.54,1924.93
482728.15,57785.74,566.07
516930.95,146285.53,850.52
524431.48,152785.23,1096.23
519728.48,51185.05,168.39
483727.77,42685.52,794.2
517630.44,131485.34,376.07
519628.69,65784.97,759.31
523330.72,137485.32,598.76
526631.11,146685.17,1476.06
386428.27,119488.28,1372.91
560831.11,141984.16,238.55
499128.49,66585.38,648.71
524730.52,132385.24,375.58
497728.19,52085.55,649.9
561131.59,154884.03,326.11
386627.91,105187.77,231.66
432629.08,124087.46,1097.87
430129.68,144687.88,661.11
410927.58,56386.57,365.92
392227.08,35986.7,123.81
411227.38,40786.5,355.33
432928.86,108387.09,463.74
513928.4,53985.16,234.59
513228.63,67485.07,272.08
401928.94,151288.56,855.54
466929.42,113686.51,315.6
505231.34,161586.05,750.1
466829.81,130486.73,1661.53
401128.63,133988.19,1152.15
501931.36,164586.2,901.69
466828.6,78886.03,502.83
399828.58,131488.21,1385.33
402227.39,50486.73,135.69
398428.77,148488.59,1274.39
467128.75,92986.21,298.66
514230.57,136685.51,705.66
553031.58,155284.38,251.87
513431.24,153385.69,1227.73
552531.12,141584.5,248.93
533431.96,168485.02,621.17
429927.73,48686.25,643.55
453529.09,102186.68,437.29
433628.66,98086.87,712.37
453929.3,115686.83,360.0
433428.33,82486.66,791.58
431027.89,61886.31,741.93
528930.74,136185.05,472.28
505128.12,37585.16,413.09
527531.36,151485.2,849.01
481227.79,44585.6,1119.17
543230.7,131584.71,297.03
522428.74,67784.89,691.87
519730.58,135185.35,655.47
479728.19,59885.69,813.01
543031.38,148384.74,714.83
518931.23,150585.48,1398.47
522828.52,52785.02,145.99
436828.84,104786.95,703.07
532331.71,162785.17,566.89
471228.52,75185.87,564.0
405827.57,70386.83,258.07
388127.06,38586.75,71.0
438929.18,119187.18,497.63
412729.12,145488.17,1636.46
472128.78,89686.05,343.6
509028.54,65385.17,303.49
507830.35,130885.53,401.57
510528.33,51385.22,427.97
507130.91,148185.88,459.77
539131.77,163884.95,761.45
462129.71,124786.74,478.48
463928.49,72785.97,786.85
397528.58,137288.4,2225.64
461429.29,110586.57,363.99
465028.77,87886.28,386.53
548931.5,152384.54,287.69
499830.46,142386.02,603.33
521328.57,59485.05,288.03
548730.98,138684.63,249.94
499730.95,154686.2,584.72
520928.35,43885.05,214.82
405327.2,31986.46,373.07
476128.65,83685.85,417.99
456829.39,117286.77,359.99
600332.81,191882.5,306.12
558231.94,164984.13,268.84
476629.08,99886.12,487.8
456829.05,101486.57,333.98
490430.59,148786.39,702.28
531630.98,143284.97,847.55
489730.14,133686.09,660.86
378328.22,130288.6,743.85
533131.6,159985.2,469.96
446028.67,90186.66,397.26
422327.65,53986.4,745.1
421227.82,69786.48,540.56
447128.4,74086.24,579.46
441429.12,115387.02,705.34
417229.39,149388.25,1189.32
418228.96,134887.99,1314.86
497831.35,163686.35,362.38
442229.47,127587.27,480.81
563432.09,168083.93,300.55
484428.07,53785.81,704.9
484728.4,67685.56,604.31
392828.49,139588.55,1301.53
458929.58,121886.76,382.51
450628.77,92086.57,287.47
428229.69,148388.01,1030.34
426827.71,52386.32,558.68
457129.24,109386.64,306.27
390027.11,41886.76,0.0
430827.62,39586.18,590.15
429129.22,133487.72,655.41
426927.82,66386.42,740.36
450628.45,77486.28,632.48
504728.4,61685.34,585.7
494730.81,152886.3,667.17
545431.35,147784.69,623.21
504628.22,48585.4,817.78
